Ligand_ID,Mean_Affinity,Time
DB01100,-8.18,22.98263621
DB14785,-8.18,27.98842597
DB15029,-8.18,15.01333809
DB06515,-8.18,24.16520596
DB11427,-8.18,20.44651151
DB12306,-8.18,17.14628005
DB02998,-8.17,7.644984484
DB08995,-8.17,29.84633589
DB12211,-8.17,11.58183742
DB03072,-8.17,14.2130003
DB00525,-8.17,10.99611974
DB12096,-8.17,11.00636077
DB07861,-8.17,21.96636939
DB06944,-8.17,12.75512266
DB17578,-8.17,23.90422821
DB17568,-8.17,14.67770934
DB12558,-8.16,13.05809188
DB18088,-8.16,17.78707337
DB14942,-8.16,15.3145678
DB08246,-8.16,16.71156645
DB02877,-8.16,10.85864472
DB01545,-8.16,18.47425294
DB03966,-8.16,31.51433969
DB12706,-8.16,16.55042028
DB11778,-8.16,17.75265169
DB15399,-8.14,22.40427375
DB03207,-8.14,12.80027151
DB06350,-8.14,18.73928094
DB04608,-8.14,12.34033728
DB04030,-8.14,12.10916567
DB00197,-8.14,15.3433516
DB13029,-8.14,18.52838993
DB06523,-8.13,13.4377768
DB07369,-8.13,21.54145408
DB14937,-8.13,18.94985151
DB01745,-8.13,21.26030278
DB13114,-8.12,9.708446503
DB16110,-8.12,13.39138865
DB17041,-8.12,19.53088355
DB18299,-8.12,13.14158392
DB08512,-8.12,9.921795368
DB07430,-8.12,12.95842195
DB16255,-8.12,18.12599754
DB02310,-8.12,6.519659042
DB06992,-8.12,9.489789248
DB01623,-8.12,17.09906554
DB08418,-8.12,18.90953875
DB07486,-8.11,12.67687368
DB17024,-8.11,12.86733413
DB13074,-8.11,21.84955859
DB15982,-8.11,22.2525146
DB06263,-8.11,17.78334141
DB17029,-8.11,8.818108797
DB03159,-8.11,11.97349644
DB00522,-8.11,16.32351017
DB07514,-8.11,18.54312301
DB06817,-8.11,23.01158428
DB07144,-8.11,18.39469838
DB07691,-8.11,15.72758985
DB12369,-8.1,13.40438819
DB17576,-8.1,14.14257741
DB17180,-8.1,15.47530389
DB15442,-8.1,10.37157464
DB11878,-8.1,18.52413535
DB12282,-8.1,17.78606486
DB11949,-8.1,18.29412079
DB12637,-8.1,18.50832891
DB12339,-8.1,17.16499543
DB03067,-8.1,19.06648374
DB03369,-8.1,7.159764767
DB04575,-8.1,17.46020746
DB08268,-8.1,17.28717828
DB03480,-8.1,13.14393425
DB11922,-8.09,16.76060891
DB13164,-8.09,16.39939499
DB02466,-8.09,14.00724006
DB06486,-8.09,20.69205093
DB06896,-8.09,20.39613509
DB08221,-8.09,20.42336631
DB12562,-8.09,12.91813159
DB12550,-8.09,19.18536043
DB05038,-8.09,31.70647073
DB17754,-8.09,20.05528116
DB08239,-8.09,16.50884962
DB17033,-8.08,18.37933588
DB12222,-8.08,18.50351167
DB16214,-8.08,9.383446693
DB06708,-8.08,20.03636813
DB08607,-8.08,13.545892
DB07261,-8.08,23.28054357
DB02033,-8.08,19.36513686
DB14935,-8.08,14.73471236
DB17269,-8.08,23.44547248
DB12774,-8.08,18.39529896
DB15295,-8.08,18.71231365
DB03331,-8.08,20.55275702
DB15630,-8.08,16.89005351
DB12719,-8.08,18.55162597
DB02081,-8.08,15.97235489
DB03672,-8.07,14.42975497
DB08037,-8.07,16.58532333
DB07797,-8.07,15.73877764
DB04330,-8.07,22.13997746
DB13371,-8.07,13.14823771
DB13307,-8.07,18.55826831
DB11923,-8.07,21.21971774
DB15257,-8.07,26.11246824
DB13215,-8.07,21.03102589
DB14067,-8.07,17.37339497
DB00875,-8.07,16.54314303
DB00714,-8.07,6.531258345
DB01669,-8.07,21.44615841
DB01964,-8.07,12.55904984
DB03642,-8.06,18.46534586
DB14766,-8.06,14.48674846
DB12598,-8.06,13.91034007
DB18063,-8.06,21.3082552
DB18489,-8.06,19.06409502
DB12024,-8.06,16.70132327
DB13991,-8.06,10.72202516
DB16233,-8.06,25.13512254
DB11819,-8.06,17.78253722
DB08738,-8.06,9.83521843
DB11824,-8.06,13.0988183
DB00377,-8.06,11.2104187
DB08164,-8.06,16.50437474
DB12743,-8.06,13.94599843
DB08124,-8.06,17.48031211
DB03038,-8.06,18.8122437
DB16656,-8.06,15.15554929
DB13104,-8.06,20.6914947
DB11847,-8.06,25.65509129
DB13351,-8.06,12.37206244
DB04452,-8.04,13.56274176
DB12703,-8.04,15.885463
DB12267,-8.04,20.06242561
DB07179,-8.04,16.22752714
DB00153,-8.04,12.72444844
DB04392,-8.04,11.91604662
DB15269,-8.04,22.33524394
DB15465,-8.04,12.2393074
DB09183,-8.04,16.16020226
DB15931,-8.04,11.93168855
DB04794,-8.04,13.1327877
DB18080,-8.04,16.23816133
DB12318,-8.04,15.05340147
DB11806,-8.04,13.6862247
DB16045,-8.04,21.27490711
DB07969,-8.03,11.52563977
DB07728,-8.03,14.23202014
DB07240,-8.03,12.27236319
DB07220,-8.03,18.95895147
DB15450,-8.03,12.9393692
DB05171,-8.03,11.95379686
DB06589,-8.03,14.54713631
DB02651,-8.03,31.61628008
DB06429,-8.03,14.54407239
DB14982,-8.03,15.49643874
DB12391,-8.03,19.95626092
DB16153,-8.03,17.91043377
DB18062,-8.03,13.84078765
DB17570,-8.03,22.71940303
DB01092,-8.03,22.94264364
DB07333,-8.03,16.97180915
DB08015,-8.03,13.21708417
DB16823,-8.02,15.96853805
DB17136,-8.02,17.2665453
DB04898,-8.02,19.73930812
DB06454,-8.02,12.53404117
DB00607,-8.02,16.5280602
DB07809,-8.02,21.62737775
DB06532,-8.02,13.26427531
DB01489,-8.02,13.39327717
DB16236,-8.02,16.10273671
DB16878,-8.02,21.23851275
DB16237,-8.02,29.20530176
DB12116,-8.02,21.25038671
DB17053,-8.02,14.15467548
DB16239,-8.02,19.58428168
DB12200,-8.02,14.11983395
DB03678,-8.02,18.5325036
DB03044,-8.02,18.21422648
DB03583,-8.02,14.12038112
