Ligand_ID,Mean_Affinity,Time
DB13640,-8.32,18.46456504
DB02551,-8.32,19.61335444
DB16862,-8.31,14.60437346
DB14943,-8.31,36.82345223
DB02329,-8.31,20.70555592
DB01336,-8.31,23.70377541
DB02331,-8.31,26.8189106
DB01561,-8.31,14.1235292
DB16826,-8.31,19.00614595
DB07256,-8.31,26.52896786
DB07763,-8.31,19.96265578
DB08495,-8.31,26.12825274
DB13347,-8.31,16.27685475
DB15281,-8.31,38.79629898
DB17549,-8.31,27.30802965
DB14035,-8.31,23.72181988
DB17560,-8.3,27.27974343
DB03326,-8.3,79.17828822
DB18307,-8.3,24.11082149
DB14867,-8.3,34.56633759
DB08512,-8.3,18.32282352
DB11966,-8.3,42.77492595
DB12979,-8.3,20.00726199
DB12895,-8.3,31.17239428
DB13591,-8.3,22.55986333
DB00693,-8.3,40.80829597
DB01380,-8.3,17.10395861
DB08094,-8.3,22.20533824
DB05812,-8.3,16.85640121
DB16828,-8.29,21.04529405
DB01200,-8.29,63.07134891
DB04006,-8.29,24.26017976
DB04424,-8.29,22.58766198
DB11694,-8.29,30.58621931
DB13074,-8.29,22.91486216
DB00619,-8.29,63.52830839
DB14664,-8.29,22.50809097
DB04298,-8.29,27.21814036
DB18250,-8.29,30.23507857
DB18315,-8.29,20.99238539
DB06080,-8.29,20.51866102
DB12121,-8.28,26.45908165
DB07700,-8.28,16.90662837
DB09235,-8.28,41.42634892
DB12843,-8.28,19.33767867
DB01092,-8.28,54.157341
DB03966,-8.28,32.73949862
DB05220,-8.28,26.46956563
DB04098,-8.28,30.00696421
DB08553,-8.28,20.63561201
DB08015,-8.28,26.15289521
DB06945,-8.28,30.65301514
DB13552,-8.28,21.58111715
DB08351,-8.28,23.45648599
DB08384,-8.28,20.99562931
DB07800,-8.27,23.97892237
DB08694,-8.27,18.77285838
DB16938,-8.27,20.7495172
DB02629,-8.27,91.53067136
DB08366,-8.27,22.12602496
DB12550,-8.26,21.01517105
DB17260,-8.26,20.14623165
DB11877,-8.26,30.09980369
DB12345,-8.26,21.28439212
DB11904,-8.26,31.36209631
DB07212,-8.26,28.78598666
DB08448,-8.26,22.29419327
DB14895,-8.26,31.98030591
DB15132,-8.26,39.68871188
DB15197,-8.26,29.77795339
DB18072,-8.26,22.07751632
DB02058,-8.26,19.86105967
DB01496,-8.26,22.25237322
DB05105,-8.26,20.25321794
DB01405,-8.26,22.95957208
DB18022,-8.26,23.13384843
DB07622,-8.26,32.207546
DB12012,-8.26,34.14030838
DB18514,-8.26,26.83772349
DB01264,-8.24,36.67078233
DB03744,-8.24,82.45920205
DB15362,-8.24,28.23386097
DB15325,-8.24,33.89135313
DB14929,-8.24,40.39378834
DB13676,-8.24,42.31724095
DB18302,-8.24,26.12960744
DB14625,-8.24,20.46638846
DB13953,-8.24,26.29717064
DB17525,-8.24,24.70875192
DB03907,-8.24,31.72865009
DB11829,-8.24,23.7534318
DB11632,-8.24,28.22926378
DB15435,-8.24,27.79775476
DB15033,-8.23,21.83727169
DB18062,-8.23,20.02047968
DB16928,-8.23,15.31432343
DB12690,-8.23,20.84396482
DB09054,-8.23,32.53649187
DB12355,-8.23,21.91324854
DB06347,-8.23,28.86287117
DB07141,-8.23,24.63859725
DB11686,-8.23,25.10731483
DB08738,-8.23,21.04852748
DB08730,-8.23,22.89422631
DB05470,-8.23,25.0976131
DB02301,-8.23,26.89588737
DB15163,-8.22,35.52147484
DB17269,-8.22,20.58968878
DB15265,-8.22,24.51761031
DB11666,-8.22,33.32905197
DB11424,-8.22,21.50947118
DB07629,-8.22,31.34835768
DB12379,-8.22,14.38651419
DB07717,-8.22,20.80406523
DB12185,-8.21,27.20561457
DB13042,-8.21,24.58322787
DB12494,-8.21,21.8997643
DB15444,-8.21,39.37012744
DB15585,-8.21,24.5361762
DB15431,-8.21,33.17188048
DB11262,-8.21,36.41825533
DB11979,-8.21,31.49014211
DB08138,-8.21,21.68923235
DB07430,-8.21,27.03282547
DB07794,-8.21,18.63851285
DB00220,-8.21,55.77026772
DB04841,-8.21,21.45941448
DB17770,-8.21,25.01601458
DB07578,-8.21,23.72834086
DB06518,-8.21,26.91402984
DB16227,-8.21,24.26599407
DB17117,-8.21,23.58298206
DB06718,-8.2,22.14970851
DB15170,-8.2,33.45070004
DB07220,-8.2,27.36666894
DB09272,-8.2,37.65976977
DB07618,-8.2,33.80733204
DB07145,-8.2,31.19307852
DB08124,-8.2,20.99373722
DB15437,-8.2,36.18068314
DB13422,-8.2,22.82402372
DB01514,-8.2,16.5795939
DB02033,-8.2,24.39871264
DB08489,-8.2,21.41855669
DB08500,-8.2,18.50500464
DB00637,-8.2,48.50045848
DB04886,-8.2,17.5428803
DB15137,-8.2,29.96089911
DB18282,-8.2,17.37660837
DB07456,-8.2,28.6871295
DB12394,-8.2,22.49742174
DB07848,-8.19,23.73589897
DB06519,-8.19,35.23640275
DB02882,-8.19,37.5935483
DB18463,-8.19,23.76440215
DB04908,-8.19,23.78516984
DB03044,-8.19,72.80022001
DB12693,-8.19,24.1780827
DB16058,-8.19,28.14424753
DB08398,-8.19,17.91520858
DB06395,-8.19,34.1873734
DB14866,-8.19,29.19222498
DB12874,-8.19,24.64901686
DB16030,-8.19,28.8242197
DB11851,-8.19,30.69191575
DB07940,-8.19,17.84780526
DB14681,-8.19,19.18102694
DB16859,-8.19,24.67188406
DB14636,-8.18,33.66999602
DB18061,-8.18,17.09458303
DB07025,-8.18,30.49112797
DB06630,-8.18,34.40231419
DB02479,-8.18,24.05711675
DB03325,-8.18,85.53584671
DB06876,-8.18,28.69096541
DB14581,-8.18,31.00957799
DB17614,-8.18,20.61566997
DB18087,-8.18,24.42012477
DB02610,-8.18,52.19347525
